Lag_1,Lag_2,Return
-0.1679574507791437,-0.10253542132735438,0.0
0.0,-0.1679574507791437,0.26170670156089315
0.26170670156089315,0.0,-0.06525589633633588
-0.06525589633633588,0.26170670156089315,0.6902985074626722
0.6902985074626722,-0.06525589633633588,-0.1945525291828787
-0.1945525291828787,0.6902985074626722,0.6312076487515306
0.6312076487515306,-0.1945525291828787,0.765612028410656
0.765612028410656,0.6312076487515306,-0.4302453313804633
-0.4302453313804633,0.765612028410656,-0.551622690079967
-0.551622690079967,-0.4302453313804633,-0.15716002588518352
-0.15716002588518352,-0.551622690079967,0.08333333333332416
0.08333333333332416,-0.15716002588518352,0.4625774817281991
0.4625774817281991,0.08333333333332416,-0.13813426650705063
-0.13813426650705063,0.4625774817281991,0.4334194024345095
0.4334194024345095,-0.13813426650705063,-0.23872922596638313
-0.23872922596638313,0.4334194024345095,0.05522319374136053
0.05522319374136053,-0.23872922596638313,0.02759635728084575
0.02759635728084575,0.05522319374136053,0.2758874379253262
0.2758874379253262,0.02759635728084575,0.0
0.0,0.2758874379253262,0.3668378576669129
0.3668378576669129,0.0,0.3198099415204769
0.3198099415204769,0.3668378576669129,-0.05464978595501879
-0.05464978595501879,0.3198099415204769,-0.17315228287615447
-0.17315228287615447,-0.05464978595501879,0.4381960927515083
0.4381960927515083,-0.17315228287615447,0.07271405199054115
0.07271405199054115,0.4381960927515083,-0.5994550408719324
-0.5994550408719324,0.07271405199054115,-0.07309941520469154
-0.07309941520469154,-0.5994550408719324,0.4206291148500574
0.4206291148500574,-0.07309941520469154,0.10016390457110447
0.10016390457110447,0.4206291148500574,0.2001273537705739
0.2001273537705739,0.10016390457110447,-0.3812982296867884
-0.3812982296867884,0.2001273537705739,1.002460585072451
1.002460585072451,-0.3812982296867884,-0.2706848326265554
-0.2706848326265554,1.002460585072451,0.0814258572333415
0.0814258572333415,-0.2706848326265554,0.5514373531007033
0.5514373531007033,0.0814258572333415,0.04495190146542871
0.04495190146542871,0.5514373531007033,0.6290438533429032
0.6290438533429032,0.04495190146542871,0.2500446508305165
0.2500446508305165,0.6290438533429032,0.07126313914127547
0.07126313914127547,0.2500446508305165,-0.06231084208652149
-0.06231084208652149,0.07126313914127547,-0.0267212968736108
-0.0267212968736108,-0.06231084208652149,-0.8553100498930877
-0.8553100498930877,-0.0267212968736108,-1.0963335729690882
-1.0963335729690882,-0.8553100498930877,-0.06360167181536092
-0.06360167181536092,-1.0963335729690882,-0.2909355395945168
-0.2909355395945168,-0.06360167181536092,-0.7294611106045457
-0.7294611106045457,-0.2909355395945168,-0.33066960595206085
-0.33066960595206085,-0.7294611106045457,0.23960925260344546
0.23960925260344546,-0.33066960595206085,0.3125861910453276
0.3125861910453276,0.23960925260344546,-0.009165062780680522
-0.009165062780680522,0.3125861910453276,-0.4216315307057683
-0.4216315307057683,-0.009165062780680522,0.43262150220912954
0.43262150220912954,-0.4216315307057683,0.43992301347266505
0.43992301347266505,0.43262150220912954,-0.5018706086321822
-0.5018706086321822,0.43992301347266505,-0.13756419662509511
-0.13756419662509511,-0.5018706086321822,0.6152998438791357
